All,SourceCountry,SourceCity,SourceAirport,DestCountry,DestCity,DestAirport,AirlineName,Sum of Flights
All Countries,China,Others,Others,China,Others,Zhijiang Airport,China Southern Airlines,1
All Countries,China,Others,Others,China,Others,Ulanhot Airport,China Eastern Airlines,1
All Countries,China,Others,Others,China,Others,Jiagedaqi Airport,China Eastern Airlines,1
All Countries,China,Others,Others,China,Others,Dongying Shengli Airport,Hainan Airlines,1
All Countries,China,Others,Others,China,Others,Anqing Tianzhushan Airport,China Eastern Airlines,1
All Countries,China,Others,Others,China,Others,Wanxian Airport,China Southern Airlines,1
All Countries,China,Others,Others,China,Others,Jinchuan Airport,China Eastern Airlines,1
All Countries,China,Others,Others,China,Others,Dunhuang Airport,China Southern Airlines,1
All Countries,China,Others,Others,China,Others,Zhaotong Airport,China Eastern Airlines,1
All Countries,China,Others,Others,China,Others,Karamay Airport,China Southern Airlines,1
All Countries,China,Others,Others,China,Others,Jining Qufu Airport,China Eastern Airlines,1
All Countries,China,Others,Others,China,Others,Wuhai Airport,China Eastern Airlines,1
All Countries,China,Others,Others,China,Others,Quzhou Airport,Air China,1
All Countries,China,Others,Others,China,Others,Altay Air Base,China Southern Airlines,1
All Countries,China,Others,Others,China,Others,Golmud Airport,China Eastern Airlines,1
All Countries,China,Others,Others,China,Others,Heihe Airport,China Southern Airlines,1
All Countries,China,Others,Others,China,Others,Gu-Lian Airport,China Southern Airlines,1
All Countries,China,Others,Others,China,Others,Nanyang Jiangying Airport,China Southern Airlines,1
All Countries,China,Others,Others,China,Others,Yining Airport,China Southern Airlines,1
All Countries,China,Others,Others,China,Others,Ngari Gunsa Airport,China Eastern Airlines,1
All Countries,China,Others,Others,China,Others,Yulin Yuyang Airport,China Southern Airlines,1
All Countries,China,Others,Others,China,Others,Chaoyang Airport,China Eastern Airlines,1
All Countries,China,Others,Others,China,Others,Yushu Batang Airport,China Eastern Airlines,1
All Countries,China,Others,Others,China,Others,Kuqa Airport,China Southern Airlines,1
All Countries,China,Others,Others,China,Others,Zhanjiang Airport,China Southern Airlines,1
All Countries,China,Others,Others,China,Others,Xinyuan Nalati Airport,China Southern Airlines,1
All Countries,China,Others,Others,China,Others,Tacheng Airport,China Southern Airlines,1
All Countries,China,Others,Others,China,Others,Qingyang Airport,China Eastern Airlines,1
All Countries,China,Others,Others,China,Others,Dandong Airport,China Eastern Airlines,1
All Countries,China,Others,Others,China,Others,Qiqihar Sanjiazi Airport,China Eastern Airlines,1
All Countries,China,Others,Others,China,Others,Jinzhou Airport,Air China,1
All Countries,China,Others,Others,China,Others,Yan'an Ershilipu Airport,Hainan Airlines,1
All Countries,China,Others,Others,China,Others,Luzhou Airport,China Southern Airlines,1
All Countries,China,Others,Others,China,Others,Ganzhou Airport,China Eastern Airlines,1
All Countries,China,Others,Others,China,Beijing,Beijing Capital International Airport,Air China,75
All Countries,China,Others,Others,China,Beijing,Beijing Capital International Airport,Shenzhen Airlines,73
All Countries,China,Others,Others,China,Beijing,Beijing Capital International Airport,China Southern Airlines,36
All Countries,China,Others,Others,China,Beijing,Beijing Capital International Airport,Hainan Airlines,33
All Countries,China,Others,Others,China,Beijing,Beijing Capital International Airport,China Eastern Airlines,28
All Countries,China,Others,Others,China,Beijing,Beijing Capital International Airport,All Nippon Airways,1
All Countries,China,Others,Others,China,Beijing,Beijing Capital International Airport,Qantas,1
All Countries,China,Others,Others,China,Beijing,Beijing Nanyuan Airport,China Eastern Airlines,36
All Countries,China,Others,Others,China,Guangzhou,Guangzhou Baiyun International Airport,China Southern Airlines,67
All Countries,China,Others,Others,China,Guangzhou,Guangzhou Baiyun International Airport,Air China,34
All Countries,China,Others,Others,China,Guangzhou,Guangzhou Baiyun International Airport,Shenzhen Airlines,31
All Countries,China,Others,Others,China,Guangzhou,Guangzhou Baiyun International Airport,Hainan Airlines,19
All Countries,China,Others,Others,China,Guangzhou,Guangzhou Baiyun International Airport,China Eastern Airlines,16
All Countries,China,Others,Others,China,Guangzhou,Guangzhou Baiyun International Airport,Air France,3
All Countries,China,Others,Others,China,Guangzhou,Guangzhou Baiyun International Airport,Aeroflot Russian Airlines,1
All Countries,China,Others,Others,China,Shanghai,Shanghai Pudong International Airport,China Eastern Airlines,52
All Countries,China,Others,Others,China,Shanghai,Shanghai Pudong International Airport,China Southern Airlines,20
All Countries,China,Others,Others,China,Shanghai,Shanghai Pudong International Airport,Air China,12
All Countries,China,Others,Others,China,Shanghai,Shanghai Pudong International Airport,Shenzhen Airlines,10
All Countries,China,Others,Others,China,Shanghai,Shanghai Pudong International Airport,Hainan Airlines,4
All Countries,China,Others,Others,China,Shanghai,Shanghai Pudong International Airport,All Nippon Airways,1
All Countries,China,Others,Others,China,Shanghai,Shanghai Hongqiao International Airport,China Eastern Airlines,42
All Countries,China,Others,Others,China,Shanghai,Shanghai Hongqiao International Airport,China Southern Airlines,12
All Countries,China,Others,Others,China,Shanghai,Shanghai Hongqiao International Airport,Air China,7
All Countries,China,Others,Others,China,Shanghai,Shanghai Hongqiao International Airport,Shenzhen Airlines,3
All Countries,China,Others,Others,China,Shanghai,Shanghai Hongqiao International Airport,Hainan Airlines,3
All Countries,China,Others,Others,Others,Taipei,Taiwan Taoyuan International Airport,China Eastern Airlines,12
All Countries,China,Others,Others,Others,Taipei,Taiwan Taoyuan International Airport,China Southern Airlines,12
All Countries,China,Others,Others,Others,Taipei,Taiwan Taoyuan International Airport,Air China,3
All Countries,China,Others,Others,Others,Taipei,Taiwan Taoyuan International Airport,Shenzhen Airlines,3
All Countries,China,Others,Others,Others,Taipei,Taiwan Taoyuan International Airport,Hainan Airlines,3
All Countries,China,Others,Others,Others,Taipei,Taipei Songshan Airport,Air China,1
All Countries,China,Others,Others,Others,Hong Kong,Hong Kong International Airport,China Eastern Airlines,14
All Countries,China,Others,Others,Others,Hong Kong,Hong Kong International Airport,China Southern Airlines,6
All Countries,China,Others,Others,Others,Hong Kong,Hong Kong International Airport,Air China,4
All Countries,China,Others,Others,Others,Hong Kong,Hong Kong International Airport,Hainan Airlines,4
All Countries,China,Others,Others,Others,Hong Kong,Hong Kong International Airport,Shenzhen Airlines,1
All Countries,China,Others,Others,Others,Seoul,Incheon International Airport,China Southern Airlines,9
All Countries,China,Others,Others,Others,Seoul,Incheon International Airport,Air China,8
All Countries,China,Others,Others,Others,Seoul,Incheon International Airport,China Eastern Airlines,6
All Countries,China,Others,Others,Others,Osaka,Kansai International Airport,All Nippon Airways,5
All Countries,China,Others,Others,Others,Osaka,Kansai International Airport,Air China,3
All Countries,China,Others,Others,Others,Osaka,Kansai International Airport,China Southern Airlines,3
All Countries,China,Others,Others,Others,Osaka,Kansai International Airport,China Eastern Airlines,3
All Countries,China,Others,Others,Others,Osaka,Kansai International Airport,Shenzhen Airlines,2
All Countries,China,Others,Others,Others,Macau,Macau International Airport,Air China,10
All Countries,China,Others,Others,Others,Macau,Macau International Airport,China Southern Airlines,3
All Countries,China,Others,Others,Others,Macau,Macau International Airport,Shenzhen Airlines,1
All Countries,China,Others,Others,Others,Tokyo,Narita International Airport,Air China,4
All Countries,China,Others,Others,Others,Tokyo,Narita International Airport,All Nippon Airways,4
All Countries,China,Others,Others,Others,Tokyo,Narita International Airport,China Southern Airlines,3
All Countries,China,Others,Others,Others,Tokyo,Narita International Airport,China Eastern Airlines,2
All Countries,China,Others,Others,Others,Tokyo,Narita International Airport,Shenzhen Airlines,1
All Countries,China,Others,Others,Others,Bangkok,Suvarnabhumi Airport,China Southern Airlines,7
All Countries,China,Others,Others,Others,Bangkok,Suvarnabhumi Airport,Hainan Airlines,1
All Countries,China,Others,Others,Others,Bangkok,Suvarnabhumi Airport,China Eastern Airlines,1
All Countries,China,Others,Others,Others,Cheju,Jeju International Airport,China Southern Airlines,6
All Countries,China,Others,Others,Others,Cheju,Jeju International Airport,China Eastern Airlines,2
All Countries,China,Others,Others,Others,Singapore,Singapore Changi Airport,China Eastern Airlines,3
All Countries,China,Others,Others,Others,Singapore,Singapore Changi Airport,China Southern Airlines,2
All Countries,China,Others,Others,Others,Singapore,Singapore Changi Airport,Hainan Airlines,1
All Countries,China,Others,Others,Others,Kaohsiung,Kaohsiung International Airport,China Eastern Airlines,3
All Countries,China,Others,Others,Others,Kaohsiung,Kaohsiung International Airport,China Southern Airlines,2
All Countries,China,Others,Others,Others,Fukuoka,Fukuoka Airport,China Southern Airlines,1
All Countries,China,Others,Others,Others,Fukuoka,Fukuoka Airport,China Eastern Airlines,1
All Countries,China,Others,Others,Others,Fukuoka,Fukuoka Airport,Air China,1
All Countries,China,Others,Others,Others,Fukuoka,Fukuoka Airport,All Nippon Airways,1
All Countries,China,Others,Others,Others,Frankfurt,Frankfurt am Main Airport,Lufthansa,2
All Countries,China,Others,Others,Others,Frankfurt,Frankfurt am Main Airport,Air China,2
All Countries,China,Others,Others,Others,Nagoya,Chubu Centrair International Airport,China Southern Airlines,2
All Countries,China,Others,Others,Others,Nagoya,Chubu Centrair International Airport,China Eastern Airlines,2
All Countries,China,Others,Others,Others,Busan,Gimhae International Airport,China Eastern Airlines,2
All Countries,China,Others,Others,Others,Busan,Gimhae International Airport,China Southern Airlines,1
All Countries,China,Others,Others,Others,Novosibirsk,Tolmachevo Airport,China Southern Airlines,1
All Countries,China,Others,Others,Others,Novosibirsk,Tolmachevo Airport,S7 Airlines,1
All Countries,China,Others,Others,Others,Novosibirsk,Tolmachevo Airport,Hainan Airlines,1
All Countries,China,Others,Others,Others,Jakarta,Soekarno-Hatta International Airport,China Southern Airlines,2
All Countries,China,Others,Others,Others,Jakarta,Soekarno-Hatta International Airport,Air China,1
All Countries,China,Others,Others,Others,Sydney,Sydney Kingsford Smith International Airport,Qantas,1
All Countries,China,Others,Others,Others,Sydney,Sydney Kingsford Smith International Airport,China Eastern Airlines,1
All Countries,China,Others,Others,Others,Amsterdam,Amsterdam Airport Schiphol,KLM Royal Dutch Airlines,1
All Countries,China,Others,Others,Others,Amsterdam,Amsterdam Airport Schiphol,China Southern Airlines,1
All Countries,China,Others,Others,Others,Hiroshima,Hiroshima Airport,All Nippon Airways,1
All Countries,China,Others,Others,Others,Hiroshima,Hiroshima Airport,Air China,1
All Countries,China,Others,Others,Others,Moscow,Sheremetyevo International Airport,China Southern Airlines,1
All Countries,China,Others,Others,Others,Moscow,Sheremetyevo International Airport,Aeroflot Russian Airlines,1
All Countries,China,Others,Others,Others,Chita,Chita-Kadala Airport,Hainan Airlines,1
All Countries,China,Others,Others,Others,Chita,Chita-Kadala Airport,Air China,1
All Countries,China,Others,Others,Others,Kuala Lumpur,Kuala Lumpur International Airport,China Southern Airlines,2
All Countries,China,Others,Others,Others,Istanbul,Atatürk International Airport,China Southern Airlines,1
All Countries,China,Others,Others,Others,Tselinograd,Astana International Airport,China Southern Airlines,1
All Countries,China,Others,Others,Others,Tbilisi,Tbilisi International Airport,China Southern Airlines,1
All Countries,China,Others,Others,Others,Khudzhand,Khudzhand Airport,China Southern Airlines,1
All Countries,China,Others,Others,Others,Khabarovsk,Khabarovsk-Novy Airport,Aeroflot Russian Airlines,1
All Countries,China,Others,Others,Others,Alma-ata,Almaty Airport,China Southern Airlines,1
All Countries,China,Others,Others,Others,Baku,Heydar Aliyev International Airport,China Southern Airlines,1
All Countries,China,Others,Others,Others,Ashkhabad,Ashgabat International Airport,China Southern Airlines,1
All Countries,China,Others,Others,Others,Kathmandu,Tribhuvan International Airport,Air China,1
All Countries,China,Others,Others,Others,Manila,Ninoy Aquino International Airport,China Southern Airlines,1
All Countries,China,Others,Others,Others,Yangon,Yangon International Airport,China Eastern Airlines,1
All Countries,China,Others,Others,Others,Hanoi,Noi Bai International Airport,China Eastern Airlines,1
All Countries,China,Others,Others,Others,Islamabad,Benazir Bhutto International Airport,China Southern Airlines,1
